April 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
AL-001,"Autauga County",63.2,53,-0.4,63.6
AL-003,"Baldwin County",67.9,96,1.5,66.4
AL-005,"Barbour County",64.2,57,-0.3,64.5
AL-007,"Bibb County",60.8,30,-1.7,62.5
AL-009,"Blount County",59.1,39,-1.2,60.3
AL-011,"Bullock County",63.2,52,-0.6,63.8
AL-013,"Butler County",64.4,69,-0.0,64.4
AL-015,"Calhoun County",59.2,33,-1.5,60.7
AL-017,"Chambers County",59.8,33,-1.5,61.3
AL-019,"Cherokee County",58.2,21,-2.2,60.4
AL-021,"Chilton County",61.2,43,-1.2,62.4
AL-023,"Choctaw County",64.0,56,-0.4,64.4
AL-025,"Clarke County",65.0,68,0.3,64.7
AL-027,"Clay County",58.9,34,-1.7,60.6
AL-029,"Cleburne County",58.4,38,-1.3,59.7
AL-031,"Coffee County",65.7,76,0.6,65.1
AL-033,"Colbert County",57.3,19,-2.5,59.8
AL-035,"Conecuh County",65.9,79,0.8,65.1
AL-037,"Coosa County",60.4,33,-1.6,62
AL-039,"Covington County",66.0,81,0.7,65.3
AL-041,"Crenshaw County",64.3,67,0.0,64.3
AL-043,"Cullman County",58.6,33,-1.5,60.1
AL-045,"Dale County",66.0,76,0.6,65.4
AL-047,"Dallas County",63.2,51,-0.8,64
AL-049,"DeKalb County",56.7,19,-2.5,59.2
AL-051,"Elmore County",62.4,46,-0.9,63.3
AL-053,"Escambia County",66.6,85,0.9,65.7
AL-055,"Etowah County",58.7,26,-1.9,60.6
AL-057,"Fayette County",60.0,29,-1.7,61.7
AL-059,"Franklin County",56.8,15,-3.0,59.8
AL-061,"Geneva County",67.1,93,1.2,65.9
AL-063,"Greene County",61.8,28,-1.8,63.6
AL-065,"Hale County",61.6,28,-1.8,63.4
AL-067,"Henry County",65.9,72,0.5,65.4
AL-069,"Houston County",67.5,89,1.2,66.3
AL-071,"Jackson County",57.1,20,-2.3,59.4
AL-073,"Jefferson County",60.1,37,-1.4,61.5
AL-075,"Lamar County",60.4,35,-1.4,61.8
AL-077,"Lauderdale County",57.1,22,-2.4,59.5
AL-079,"Lawrence County",56.9,14,-3.0,59.9
AL-081,"Lee County",61.4,45,-1.0,62.4
AL-083,"Limestone County",57.4,21,-2.4,59.8
AL-085,"Lowndes County",64.3,62,-0.1,64.4
AL-087,"Macon County",62.5,46,-1.0,63.5
AL-089,"Madison County",57.5,21,-2.3,59.8
AL-091,"Marengo County",62.8,44,-1.3,64.1
AL-093,"Marion County",57.9,19,-2.6,60.5
AL-095,"Marshall County",58.1,25,-2.0,60.1
AL-097,"Mobile County",67.9,98,1.7,66.2
AL-099,"Monroe County",65.9,79,1.0,64.9
AL-101,"Montgomery County",64.0,57,-0.1,64.1
AL-103,"Morgan County",58.0,25,-2.1,60.1
AL-105,"Perry County",61.7,33,-1.6,63.3
AL-107,"Pickens County",61.5,36,-1.3,62.8
AL-109,"Pike County",64.3,63,-0.1,64.4
AL-111,"Randolph County",59.0,37,-1.2,60.2
AL-113,"Russell County",62.9,49,-0.8,63.7
AL-115,"St. Clair County",59.4,36,-1.4,60.8
AL-117,"Shelby County",60.1,34,-1.6,61.7
AL-119,"Sumter County",62.6,41,-1.2,63.8
AL-121,"Talladega County",59.8,31,-1.7,61.5
AL-123,"Tallapoosa County",60.2,35,-1.6,61.8
AL-125,"Tuscaloosa County",61.3,34,-1.5,62.8
AL-127,"Walker County",59.5,28,-1.8,61.3
AL-129,"Washington County",65.7,72,0.4,65.3
AL-131,"Wilcox County",64.0,55,-0.4,64.4
AL-133,"Winston County",57.1,17,-2.9,60
AZ-001,"Apache County",50.5,111,3.1,47.4
AZ-003,"Cochise County",60.2,100,1.9,58.3
AZ-005,"Coconino County",52.4,104,2.9,49.5
AZ-007,"Gila County",59.4,114,4.0,55.4
AZ-009,"Graham County",60.8,107,3.2,57.6
AZ-011,"Greenlee County",56.1,107,2.8,53.3
AZ-012,"La Paz County",70.1,94,2.3,67.8
AZ-013,"Maricopa County",69.2,100,2.9,66.3
AZ-015,"Mohave County",60.5,93,2.2,58.3
AZ-017,"Navajo County",52.5,110,3.5,49
AZ-019,"Pima County",66.3,98,2.6,63.7
AZ-021,"Pinal County",67.7,102,2.8,64.9
AZ-023,"Santa Cruz County",58.8,88,1.5,57.3
AZ-025,"Yavapai County",57.2,90,2.3,54.9
AZ-027,"Yuma County",71.0,100,2.7,68.3
AR-001,"Arkansas County",60.3,23,-2.0,62.3
AR-003,"Ashley County",63.3,66,0.0,63.3
AR-005,"Baxter County",55.0,21,-2.3,57.3
AR-007,"Benton County",55.4,31,-2.0,57.4
AR-009,"Boone County",54.6,27,-2.2,56.8
AR-011,"Bradley County",62.5,61,-0.3,62.8
AR-013,"Calhoun County",62.2,53,-0.6,62.8
AR-015,"Carroll County",54.7,29,-2.1,56.8
AR-017,"Chicot County",63.1,52,-0.5,63.6
AR-019,"Clark County",60.9,39,-1.2,62.1
AR-021,"Clay County",57.2,27,-1.9,59.1
AR-023,"Cleburne County",57.0,21,-2.0,59
AR-025,"Cleveland County",60.7,29,-1.7,62.4
AR-027,"Columbia County",61.9,40,-1.3,63.2
AR-029,"Conway County",58.5,27,-1.8,60.3
AR-031,"Craighead County",57.5,24,-2.2,59.7
AR-033,"Crawford County",57.7,28,-1.7,59.4
AR-035,"Crittenden County",59.3,24,-2.1,61.4
AR-037,"Cross County",58.4,18,-2.6,61
AR-039,"Dallas County",60.9,33,-1.4,62.3
AR-041,"Desha County",61.5,35,-1.3,62.8
AR-043,"Drew County",62.1,51,-0.7,62.8
AR-045,"Faulkner County",58.4,19,-2.2,60.6
AR-047,"Franklin County",57.5,27,-1.9,59.4
AR-049,"Fulton County",55.7,35,-1.3,57
AR-051,"Garland County",59.2,30,-1.6,60.8
AR-053,"Grant County",60.1,23,-2.1,62.2
AR-055,"Greene County",57.2,25,-2.1,59.3
AR-057,"Hempstead County",60.8,30,-1.6,62.4
AR-059,"Hot Spring County",60.0,25,-1.8,61.8
AR-061,"Howard County",59.5,34,-1.6,61.1
AR-063,"Independence County",56.7,21,-2.3,59
AR-065,"Izard County",55.5,22,-2.2,57.7
AR-067,"Jackson County",57.4,22,-2.4,59.8
AR-069,"Jefferson County",59.9,20,-2.4,62.3
AR-071,"Johnson County",56.9,30,-1.8,58.7
AR-073,"Lafayette County",61.9,37,-1.3,63.2
AR-075,"Lawrence County",57.0,26,-2.0,59
AR-077,"Lee County",59.8,26,-1.8,61.6
AR-079,"Lincoln County",60.8,30,-1.7,62.5
AR-081,"Little River County",61.2,41,-1.1,62.3
AR-083,"Logan County",58.8,38,-1.4,60.2
AR-085,"Lonoke County",59.2,18,-2.5,61.7
AR-087,"Madison County",54.5,28,-2.0,56.5
AR-089,"Marion County",55.0,25,-2.2,57.2
AR-091,"Miller County",61.8,34,-1.4,63.2
AR-093,"Mississippi County",58.4,26,-1.9,60.3
AR-095,"Monroe County",59.8,22,-2.0,61.8
AR-097,"Montgomery County",58.7,32,-1.4,60.1
AR-099,"Nevada County",61.4,39,-1.2,62.6
AR-101,"Newton County",54.3,29,-2.1,56.4
AR-103,"Ouachita County",62.0,43,-1.0,63
AR-105,"Perry County",59.1,28,-1.7,60.8
AR-107,"Phillips County",60.2,27,-1.8,62
AR-109,"Pike County",59.6,34,-1.4,61
AR-111,"Poinsett County",57.8,20,-2.5,60.3
AR-113,"Polk County",57.4,25,-1.9,59.3
AR-115,"Pope County",57.4,29,-1.8,59.2
AR-117,"Prairie County",59.4,23,-2.3,61.7
AR-119,"Pulaski County",59.0,16,-2.6,61.6
AR-121,"Randolph County",56.9,31,-1.5,58.4
AR-123,"St. Francis County",59.2,20,-2.2,61.4
AR-125,"Saline County",59.0,19,-2.3,61.3
AR-127,"Scott County",58.1,28,-1.7,59.8
AR-129,"Searcy County",54.9,24,-2.2,57.1
AR-131,"Sebastian County",58.8,29,-1.6,60.4
AR-133,"Sevier County",60.2,36,-1.3,61.5
AR-135,"Sharp County",56.3,31,-1.5,57.8
AR-137,"Stone County",55.5,21,-2.4,57.9
AR-139,"Union County",62.9,58,-0.3,63.2
AR-141,"Van Buren County",56.0,22,-2.4,58.4
AR-143,"Washington County",55.5,32,-1.9,57.4
AR-145,"White County",58.3,21,-2.1,60.4
AR-147,"Woodruff County",58.4,17,-2.5,60.9
AR-149,"Yell County",59.6,45,-1.0,60.6
CA-001,"Alameda County",57.6,107,2.4,55.2
CA-003,"Alpine County",41.4,99,2.7,38.7
CA-005,"Amador County",55.1,93,1.9,53.2
CA-007,"Butte County",58.2,98,2.6,55.6
CA-009,"Calaveras County",55.4,94,1.9,53.5
CA-011,"Colusa County",61.1,113,3.8,57.3
CA-013,"Contra Costa County",58.9,100,2.2,56.7
CA-015,"Del Norte County",51.5,123,4.5,47
CA-017,"El Dorado County",50.9,94,2.2,48.7
CA-019,"Fresno County",53.0,98,2.3,50.7
CA-021,"Glenn County",59.7,115,4.1,55.6
CA-023,"Humboldt County",53.3,118,3.6,49.7
CA-025,"Imperial County",72.3,98,2.5,69.8
CA-027,"Inyo County",58.3,82,1.6,56.7
CA-029,"Kern County",59.2,90,2.2,57
CA-031,"Kings County",62.7,97,2.3,60.4
CA-033,"Lake County",55.4,114,3.8,51.6
CA-035,"Lassen County",46.0,107,3.2,42.8
CA-037,"Los Angeles County",58.6,95,2.5,56.1
CA-039,"Madera County",53.8,97,2.3,51.5
CA-041,"Marin County",55.1,108,2.2,52.9
CA-043,"Mariposa County",52.4,94,2.1,50.3
CA-045,"Mendocino County",54.5,118,3.7,50.8
CA-047,"Merced County",61.5,100,2.7,58.8
CA-049,"Modoc County",46.0,110,3.6,42.4
CA-051,"Mono County",42.1,98,2.7,39.4
CA-053,"Monterey County",56.4,105,2.6,53.8
CA-055,"Napa County",58.6,113,3.5,55.1
CA-057,"Nevada County",50.0,95,2.4,47.6
CA-059,"Orange County",61.5,101,2.2,59.3
CA-061,"Placer County",51.5,97,2.5,49
CA-063,"Plumas County",45.5,96,2.3,43.2
CA-065,"Riverside County",66.0,91,2.3,63.7
CA-067,"Sacramento County",62.0,107,2.9,59.1
CA-069,"San Benito County",56.1,103,2.8,53.3
CA-071,"San Bernardino County",64.0,83,1.6,62.4
CA-073,"San Diego County",59.9,100,2.4,57.5
CA-075,"San Francisco County",56.1,104,1.7,54.4
CA-077,"San Joaquin County",62.2,110,3.3,58.9
CA-079,"San Luis Obispo County",57.0,104,2.7,54.3
CA-081,"San Mateo County",55.8,112,2.7,53.1
CA-083,"Santa Barbara County",56.1,108,3.5,52.6
CA-085,"Santa Clara County",56.5,110,3.1,53.4
CA-087,"Santa Cruz County",56.0,111,3.0,53
CA-089,"Shasta County",54.5,111,3.8,50.7
CA-091,"Sierra County",45.0,96,2.5,42.5
CA-093,"Siskiyou County",48.4,118,4.5,43.9
CA-095,"Solano County",60.9,107,3.0,57.9
CA-097,"Sonoma County",56.2,110,2.9,53.3
CA-099,"Stanislaus County",60.7,103,2.7,58
CA-101,"Sutter County",62.8,102,3.1,59.7
CA-103,"Tehama County",57.7,112,3.9,53.8
CA-105,"Trinity County",51.6,119,4.2,47.4
CA-107,"Tulare County",51.0,87,1.7,49.3
CA-109,"Tuolumne County",47.1,95,2.1,45
CA-111,"Ventura County",55.2,105,3.6,51.6
CA-113,"Yolo County",62.4,114,4.0,58.4
CA-115,"Yuba County",59.5,99,2.7,56.8
CO-001,"Adams County",45.6,44,-0.8,46.4
CO-003,"Alamosa County",45.0,114,3.8,41.2
CO-005,"Arapahoe County",44.9,42,-0.9,45.8
CO-007,"Archuleta County",44.3,116,3.9,40.4
CO-009,"Baca County",51.3,58,-0.3,51.6
CO-011,"Bent County",51.1,54,-0.4,51.5
CO-013,"Boulder County",40.9,53,0.1,40.8
CO-014,"Broomfield County",46.5,46,-0.7,47.2
CO-015,"Chaffee County",36.0,77,1.2,34.8
CO-017,"Cheyenne County",47.6,40,-1.2,48.8
CO-019,"Clear Creek County",33.5,66,0.5,33
CO-021,"Conejos County",41.4,114,3.7,37.7
CO-023,"Costilla County",43.3,115,4.2,39.1
CO-025,"Crowley County",49.1,53,-0.1,49.2
CO-027,"Custer County",38.8,70,1.0,37.8
CO-029,"Delta County",46.2,104,2.7,43.5
CO-031,"Denver County",46.0,41,-1.1,47.1
CO-033,"Dolores County",42.7,110,3.8,38.9
CO-035,"Douglas County",41.9,35,-1.5,43.4
CO-037,"Eagle County",37.3,73,1.0,36.3
CO-039,"Elbert County",43.7,48,-0.6,44.3
CO-041,"El Paso County",44.5,54,0.1,44.4
CO-043,"Fremont County",42.0,45,-0.3,42.3
CO-045,"Garfield County",41.5,91,1.7,39.8
CO-047,"Gilpin County",35.0,59,0.2,34.8
CO-049,"Grand County",35.0,72,1.0,34
CO-051,"Gunnison County",37.1,96,2.2,34.9
CO-053,"Hinsdale County",35.4,113,4.0,31.4
CO-055,"Huerfano County",44.6,78,1.3,43.3
CO-057,"Jackson County",33.6,61,0.3,33.3
CO-059,"Jefferson County",41.0,37,-1.2,42.2
CO-061,"Kiowa County",49.3,45,-1.0,50.3
CO-063,"Kit Carson County",46.7,37,-1.3,48
CO-065,"Lake County",32.4,82,1.5,30.9
CO-067,"La Plata County",45.2,116,4.3,40.9
CO-069,"Larimer County",38.2,65,0.4,37.8
CO-071,"Las Animas County",48.7,73,0.7,48
CO-073,"Lincoln County",45.9,45,-0.8,46.7
CO-075,"Logan County",44.8,28,-2.3,47.1
CO-077,"Mesa County",46.4,103,2.7,43.7
CO-079,"Mineral County",36.9,114,4.0,32.9
CO-081,"Moffat County",41.6,74,0.7,40.9
CO-083,"Montezuma County",48.3,109,3.2,45.1
CO-085,"Montrose County",46.7,104,2.9,43.8
CO-087,"Morgan County",45.5,42,-0.9,46.4
CO-089,"Otero County",50.6,55,-0.1,50.7
CO-091,"Ouray County",40.6,107,3.6,37
CO-093,"Park County",34.7,52,-0.1,34.8
CO-095,"Phillips County",45.9,32,-1.4,47.3
CO-097,"Pitkin County",36.1,90,1.9,34.2
CO-099,"Prowers County",51.1,54,-0.7,51.8
CO-101,"Pueblo County",49.5,57,0.4,49.1
CO-103,"Rio Blanco County",42.0,81,1.3,40.7
CO-105,"Rio Grande County",40.4,109,3.3,37.1
CO-107,"Routt County",37.6,77,0.9,36.7
CO-109,"Saguache County",38.9,101,2.3,36.6
CO-111,"San Juan County",34.6,117,5.0,29.6
CO-113,"San Miguel County",44.1,108,3.6,40.5
CO-115,"Sedgwick County",46.0,33,-1.5,47.5
CO-117,"Summit County",33.1,72,1.0,32.1
CO-119,"Teller County",36.0,43,-0.6,36.6
CO-121,"Washington County",45.2,35,-1.5,46.7
CO-123,"Weld County",44.5,39,-1.1,45.6
CO-125,"Yuma County",46.6,31,-1.5,48.1
CT-001,"Fairfield County",46.4,44,-0.8,47.2
CT-003,"Hartford County",44.8,28,-1.8,46.6
CT-005,"Litchfield County",42.7,33,-1.7,44.4
CT-007,"Middlesex County",44.9,32,-1.6,46.5
CT-009,"New Haven County",45.4,40,-1.2,46.6
CT-011,"New London County",44.4,30,-1.6,46
CT-013,"Tolland County",43.7,28,-1.9,45.6
CT-015,"Windham County",43.5,21,-2.1,45.6
DE-001,"Kent County",52.3,68,0.3,52
DE-003,"New Castle County",51.1,53,-0.3,51.4
DE-005,"Sussex County",53.1,72,0.8,52.3
FL-001,"Alachua County",70.4,106,2.4,68
FL-003,"Baker County",69.1,107,2.3,66.8
FL-005,"Bay County",69.3,106,2.5,66.8
FL-007,"Bradford County",70.0,108,2.6,67.4
FL-009,"Brevard County",73.9,117,3.5,70.4
FL-011,"Broward County",79.0,126,6.2,72.8
FL-013,"Calhoun County",69.1,105,2.6,66.5
FL-015,"Charlotte County",76.7,124,4.8,71.9
FL-017,"Citrus County",73.2,120,4.1,69.1
FL-019,"Clay County",71.2,120,3.8,67.4
FL-021,"Collier County",77.7,125,5.1,72.6
FL-023,"Columbia County",68.8,100,1.8,67
FL-027,"DeSoto County",75.4,121,4.1,71.3
FL-029,"Dixie County",70.1,109,2.9,67.2
FL-031,"Duval County",70.6,120,3.7,66.9
FL-033,"Escambia County",67.9,95,1.4,66.5
FL-035,"Flagler County",72.9,123,4.6,68.3
FL-037,"Franklin County",69.8,110,2.8,67
FL-039,"Gadsden County",68.4,100,2.1,66.3
FL-041,"Gilchrist County",69.8,104,2.5,67.3
FL-043,"Glades County",76.4,124,4.8,71.6
FL-045,"Gulf County",69.5,109,2.9,66.6
FL-047,"Hamilton County",68.0,93,1.3,66.7
FL-049,"Hardee County",75.1,122,4.3,70.8
FL-051,"Hendry County",77.2,124,5.2,72
FL-053,"Hernando County",74.1,124,4.9,69.2
FL-055,"Highlands County",75.6,122,4.5,71.1
FL-057,"Hillsborough County",74.9,123,4.6,70.3
FL-059,"Holmes County",68.0,98,1.8,66.2
FL-061,"Indian River County",74.6,122,4.2,70.4
FL-063,"Jackson County",68.8,102,2.1,66.7
FL-065,"Jefferson County",68.7,104,2.2,66.5
FL-067,"Lafayette County",70.0,114,3.1,66.9
FL-069,"Lake County",73.9,121,4.3,69.6
FL-071,"Lee County",77.4,124,5.0,72.4
FL-073,"Leon County",68.7,104,2.3,66.4
FL-075,"Levy County",71.0,112,3.1,67.9
FL-077,"Liberty County",69.2,108,2.8,66.4
FL-079,"Madison County",68.8,107,2.3,66.5
FL-081,"Manatee County",74.7,120,4.0,70.7
FL-083,"Marion County",72.8,121,4.0,68.8
FL-085,"Martin County",76.7,125,5.0,71.7
FL-086,"Miami-Dade County",80.0,126,6.9,73.1
FL-087,"Monroe County",80.0,126,6.3,73.7
FL-089,"Nassau County",69.8,115,3.3,66.5
FL-091,"Okaloosa County",67.5,96,1.5,66
FL-093,"Okeechobee County",75.2,122,4.3,70.9
FL-095,"Orange County",74.3,120,3.9,70.4
FL-097,"Osceola County",74.8,121,4.2,70.6
FL-099,"Palm Beach County",77.8,125,5.6,72.2
FL-101,"Pasco County",74.3,124,4.8,69.5
FL-103,"Pinellas County",75.0,120,4.2,70.8
FL-105,"Polk County",75.5,124,4.8,70.7
FL-107,"Putnam County",72.5,122,4.3,68.2
FL-109,"St. Johns County",72.2,123,4.7,67.5
FL-111,"St. Lucie County",75.6,125,4.4,71.2
FL-113,"Santa Rosa County",67.1,84,0.7,66.4
FL-115,"Sarasota County",75.2,121,3.9,71.3
FL-117,"Seminole County",73.7,116,3.6,70.1
FL-119,"Sumter County",73.7,121,4.3,69.4
FL-121,"Suwannee County",69.3,104,2.4,66.9
FL-123,"Taylor County",69.8,111,2.8,67
FL-125,"Union County",69.3,102,2.1,67.2
FL-127,"Volusia County",73.2,119,3.9,69.3
FL-129,"Wakulla County",69.4,109,2.6,66.8
FL-131,"Walton County",67.9,99,1.9,66
FL-133,"Washington County",68.8,100,2.2,66.6
GA-001,"Appling County",66.7,88,1.1,65.6
GA-003,"Atkinson County",66.2,73,0.5,65.7
GA-005,"Bacon County",67.0,94,1.3,65.7
GA-007,"Baker County",67.1,89,1.1,66
GA-009,"Baldwin County",62.5,53,-0.5,63
GA-011,"Banks County",58.8,41,-1.1,59.9
GA-013,"Barrow County",59.4,50,-0.6,60
GA-015,"Bartow County",58.2,25,-1.8,60
GA-017,"Ben Hill County",65.5,74,0.5,65
GA-019,"Berrien County",65.8,73,0.4,65.4
GA-021,"Bibb County",62.9,58,-0.3,63.2
GA-023,"Bleckley County",63.8,56,-0.4,64.2
GA-025,"Brantley County",68.1,106,2.5,65.6
GA-027,"Brooks County",66.9,90,1.1,65.8
GA-029,"Bryan County",66.6,91,1.2,65.4
GA-031,"Bulloch County",65.5,76,0.8,64.7
GA-033,"Burke County",64.3,84,1.1,63.2
GA-035,"Butts County",60.8,48,-0.7,61.5
GA-037,"Calhoun County",66.5,84,1.0,65.5
GA-039,"Camden County",69.2,114,3.1,66.1
GA-043,"Candler County",65.5,78,0.7,64.8
GA-045,"Carroll County",58.9,48,-0.6,59.5
GA-047,"Catoosa County",57.7,33,-1.4,59.1
GA-049,"Charlton County",69.1,111,2.9,66.2
GA-051,"Chatham County",67.1,101,1.9,65.2
GA-053,"Chattahoochee County",62.9,49,-0.8,63.7
GA-055,"Chattooga County",57.8,26,-1.9,59.7
GA-057,"Cherokee County",57.5,27,-1.6,59.1
GA-059,"Clarke County",60.2,55,-0.3,60.5
GA-061,"Clay County",65.5,71,0.4,65.1
GA-063,"Clayton County",60.0,45,-0.6,60.6
GA-065,"Clinch County",67.3,93,1.1,66.2
GA-067,"Cobb County",58.7,42,-1.0,59.7
GA-069,"Coffee County",66.2,80,0.8,65.4
GA-071,"Colquitt County",65.9,77,0.5,65.4
GA-073,"Columbia County",63.0,74,0.7,62.3
GA-075,"Cook County",65.8,74,0.3,65.5
GA-077,"Coweta County",60.2,51,-0.5,60.7
GA-079,"Crawford County",62.7,59,-0.3,63
GA-081,"Crisp County",64.9,74,0.6,64.3
GA-083,"Dade County",56.9,30,-1.7,58.6
GA-085,"Dawson County",56.1,22,-1.9,58
GA-087,"Decatur County",67.9,93,1.6,66.3
GA-089,"DeKalb County",59.4,46,-0.6,60
GA-091,"Dodge County",64.5,60,-0.1,64.6
GA-093,"Dooly County",64.2,65,0.1,64.1
GA-095,"Dougherty County",66.9,90,1.3,65.6
GA-097,"Douglas County",59.1,50,-0.6,59.7
GA-099,"Early County",66.9,84,1.0,65.9
GA-101,"Echols County",67.3,87,0.9,66.4
GA-103,"Effingham County",66.2,97,1.6,64.6
GA-105,"Elbert County",60.3,57,-0.2,60.5
GA-107,"Emanuel County",64.8,76,0.5,64.3
GA-109,"Evans County",66.1,78,0.7,65.4
GA-111,"Fannin County",53.2,17,-2.7,55.9
GA-113,"Fayette County",60.5,56,-0.3,60.8
GA-115,"Floyd County",58.2,24,-2.0,60.2
GA-117,"Forsyth County",57.5,34,-1.3,58.8
GA-119,"Franklin County",59.2,46,-0.8,60
GA-121,"Fulton County",59.2,48,-0.6,59.8
GA-123,"Gilmer County",54.4,19,-2.4,56.8
GA-125,"Glascock County",62.7,67,0.1,62.6
GA-127,"Glynn County",68.5,105,2.4,66.1
GA-129,"Gordon County",58.0,25,-1.8,59.8
GA-131,"Grady County",67.4,92,1.4,66
GA-133,"Greene County",61.2,54,-0.2,61.4
GA-135,"Gwinnett County",58.8,47,-0.8,59.6
GA-137,"Habersham County",57.2,45,-1.0,58.2
GA-139,"Hall County",58.0,39,-1.1,59.1
GA-141,"Hancock County",62.0,54,-0.4,62.4
GA-143,"Haralson County",58.0,41,-1.1,59.1
GA-145,"Harris County",61.2,46,-0.9,62.1
GA-147,"Hart County",59.7,58,-0.2,59.9
GA-149,"Heard County",59.6,44,-1.0,60.6
GA-151,"Henry County",60.3,46,-0.8,61.1
GA-153,"Houston County",63.6,57,-0.3,63.9
GA-155,"Irwin County",65.5,71,0.5,65
GA-157,"Jackson County",59.3,48,-0.8,60.1
GA-159,"Jasper County",61.1,53,-0.4,61.5
GA-161,"Jeff Davis County",66.2,85,0.9,65.3
GA-163,"Jefferson County",63.6,73,0.6,63
GA-165,"Jenkins County",64.7,87,1.0,63.7
GA-167,"Johnson County",63.8,63,-0.1,63.9
GA-169,"Jones County",62.2,55,-0.4,62.6
GA-171,"Lamar County",61.3,55,-0.5,61.8
GA-173,"Lanier County",66.2,78,0.4,65.8
GA-175,"Laurens County",64.2,59,-0.2,64.4
GA-177,"Lee County",66.1,82,1.1,65
GA-179,"Liberty County",66.8,87,1.2,65.6
GA-181,"Lincoln County",61.7,62,0.1,61.6
GA-183,"Long County",66.9,87,1.1,65.8
GA-185,"Lowndes County",66.7,85,0.9,65.8
GA-187,"Lumpkin County",55.2,22,-2.0,57.2
GA-189,"McDuffie County",62.5,74,0.5,62
GA-191,"McIntosh County",67.8,103,1.9,65.9
GA-193,"Macon County",63.5,59,-0.2,63.7
GA-195,"Madison County",59.3,46,-0.8,60.1
GA-197,"Marion County",62.7,53,-0.6,63.3
GA-199,"Meriwether County",60.7,51,-0.6,61.3
GA-201,"Miller County",67.3,88,1.2,66.1
GA-205,"Mitchell County",66.8,87,1.0,65.8
GA-207,"Monroe County",61.8,55,-0.4,62.2
GA-209,"Montgomery County",65.7,78,0.7,65
GA-211,"Morgan County",60.9,55,-0.3,61.2
GA-213,"Murray County",56.9,23,-2.0,58.9
GA-215,"Muscogee County",62.6,48,-0.7,63.3
GA-217,"Newton County",60.2,49,-0.7,60.9
GA-219,"Oconee County",60.4,54,-0.3,60.7
GA-221,"Oglethorpe County",60.3,54,-0.4,60.7
GA-223,"Paulding County",58.4,38,-1.2,59.6
GA-225,"Peach County",63.1,58,-0.3,63.4
GA-227,"Pickens County",56.1,20,-2.1,58.2
GA-229,"Pierce County",67.6,97,1.9,65.7
GA-231,"Pike County",61.1,56,-0.4,61.5
GA-233,"Polk County",58.2,28,-1.6,59.8
GA-235,"Pulaski County",64.2,60,-0.2,64.4
GA-237,"Putnam County",61.6,55,-0.4,62
GA-239,"Quitman County",64.3,57,-0.3,64.6
GA-241,"Rabun County",55.5,52,-0.5,56
GA-243,"Randolph County",65.0,72,0.4,64.6
GA-245,"Richmond County",64.2,83,1.3,62.9
GA-247,"Rockdale County",59.8,45,-0.8,60.6
GA-249,"Schley County",63.3,58,-0.4,63.7
GA-251,"Screven County",64.9,85,1.0,63.9
GA-253,"Seminole County",68.1,97,1.7,66.4
GA-255,"Spalding County",60.9,52,-0.6,61.5
GA-257,"Stephens County",58.8,41,-1.0,59.8
GA-259,"Stewart County",63.4,54,-0.6,64
GA-261,"Sumter County",64.6,70,0.3,64.3
GA-263,"Talbot County",61.8,52,-0.6,62.4
GA-265,"Taliaferro County",61.4,60,-0.1,61.5
GA-267,"Tattnall County",66.3,81,0.8,65.5
GA-269,"Taylor County",62.6,54,-0.4,63
GA-271,"Telfair County",65.6,74,0.5,65.1
GA-273,"Terrell County",65.7,77,0.8,64.9
GA-275,"Thomas County",67.0,90,1.2,65.8
GA-277,"Tift County",65.5,73,0.5,65
GA-279,"Toombs County",66.0,78,0.8,65.2
GA-281,"Towns County",53.4,29,-1.5,54.9
GA-283,"Treutlen County",64.9,68,0.3,64.6
GA-285,"Troup County",60.3,39,-1.1,61.4
GA-287,"Turner County",65.2,78,0.6,64.6
GA-289,"Twiggs County",63.3,57,-0.4,63.7
GA-291,"Union County",52.8,19,-2.4,55.2
GA-293,"Upson County",61.8,57,-0.3,62.1
GA-295,"Walker County",57.3,31,-1.6,58.9
GA-297,"Walton County",59.9,52,-0.4,60.3
GA-299,"Ware County",67.9,98,1.8,66.1
GA-301,"Warren County",62.2,68,0.2,62
GA-303,"Washington County",63.0,57,-0.3,63.3
GA-305,"Wayne County",67.2,93,1.6,65.6
GA-307,"Webster County",63.9,64,-0.1,64
GA-309,"Wheeler County",65.6,77,0.5,65.1
GA-311,"White County",55.8,31,-1.4,57.2
GA-313,"Whitfield County",57.6,30,-1.7,59.3
GA-315,"Wilcox County",64.8,68,0.2,64.6
GA-317,"Wilkes County",61.2,62,0.1,61.1
GA-319,"Wilkinson County",63.3,55,-0.4,63.7
GA-321,"Worth County",65.9,83,0.9,65
ID-001,"Ada County",50.6,77,0.7,49.9
ID-003,"Adams County",41.3,74,0.5,40.8
ID-005,"Bannock County",42.8,73,0.5,42.3
ID-007,"Bear Lake County",38.4,74,0.9,37.5
ID-009,"Benewah County",43.4,69,0.0,43.4
ID-011,"Bingham County",42.9,66,0.1,42.8
ID-013,"Blaine County",40.8,75,1.2,39.6
ID-015,"Boise County",41.3,78,0.8,40.5
ID-017,"Bonner County",42.2,71,0.3,41.9
ID-019,"Bonneville County",39.3,57,-0.2,39.5
ID-021,"Boundary County",38.9,52,-0.5,39.4
