January 2020 Contiguous U.S. County Average Temperature,,,,,
Units: Degrees Fahrenheit,,,,,
Missing: -99,,,,,
Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
IL-017,Cass County,31.1,109,5.7,25.4
IL-019,Champaign County,31.9,116,7.2,24.7
IL-021,Christian County,32.6,111,6.1,26.5
IL-023,Clark County,34.6,118,7.1,27.5
IL-025,Clay County,35.7,117,6.7,29
IL-027,Clinton County,35.4,112,5.8,29.6
IL-029,Coles County,33.4,116,6.9,26.5
IL-031,Cook County,30.4,119,7.9,22.5
IL-033,Crawford County,35.7,119,7.1,28.6
IL-035,Cumberland County,34.2,118,6.8,27.4
IL-037,DeKalb County,27.1,114,7.1,20
IL-039,De Witt County,31.3,116,7,24.3
IL-041,Douglas County,33,117,7.4,25.6
IL-043,DuPage County,29.3,119,7.7,21.6
IL-045,Edgar County,33.4,116,7,26.4
IL-047,Edwards County,37.4,118,6.8,30.6
IL-049,Effingham County,34.3,114,6.5,27.8
IL-051,Fayette County,34,109,5.7,28.3
IL-053,Ford County,31.3,120,7.8,23.5
IL-055,Franklin County,37.2,113,6,31.2
IL-057,Fulton County,29.7,109,5.7,24
IL-059,Gallatin County,38.1,109,5.7,32.4
IL-061,Greene County,32.7,108,5.2,27.5
IL-063,Grundy County,29.7,120,7.6,22.1
IL-065,Hamilton County,37.6,116,6.4,31.2
IL-067,Hancock County,29.3,107,5.1,24.2
IL-069,Hardin County,38.8,112,6,32.8
IL-071,Henderson County,27.9,107,5.2,22.7
IL-073,Henry County,27.4,109,6.4,21
IL-075,Iroquois County,32.1,120,8.5,23.6
IL-077,Jackson County,37.1,109,5.7,31.4
IL-079,Jasper County,35.1,117,6.8,28.3
IL-081,Jefferson County,36.8,117,6.5,30.3
IL-083,Jersey County,33.5,107,5.2,28.3
IL-085,Jo Daviess County,25.8,116,7.7,18.1
IL-087,Johnson County,38.2,110,5.8,32.4
IL-089,Kane County,28.1,116,7.5,20.6
IL-091,Kankakee County,31,120,8.1,22.9
IL-093,Kendall County,28.8,116,7.2,21.6
IL-095,Knox County,28,109,5.9,22.1
IL-097,Lake County,29.1,120,8.2,20.9
IL-099,LaSalle County,28.8,115,7.2,21.6
IL-101,Lawrence County,36.7,119,6.9,29.8
IL-103,Lee County,27.2,114,7.3,19.9
IL-105,Livingston County,30,119,7.3,22.7
IL-107,Logan County,31.7,115,6.8,24.9
IL-109,McDonough County,29,108,5.4,23.6
IL-111,McHenry County,27.6,120,8.1,19.5
IL-113,McLean County,30.5,118,7.2,23.3
IL-115,Macon County,32,115,6.6,25.4
IL-117,Macoupin County,32.8,110,5.4,27.4
IL-119,Madison County,33.9,102,4.5,29.4
IL-121,Marion County,35.7,119,6.5,29.2
IL-123,Marshall County,29.5,114,7.2,22.3
IL-125,Mason County,31.1,111,6.1,25
IL-127,Massac County,39.6,115,6.2,33.4
IL-129,Menard County,31.3,109,6,25.3
IL-131,Mercer County,27.1,109,5.6,21.5
IL-133,Monroe County,36.1,107,5.2,30.9
IL-135,Montgomery County,33,109,5.5,27.5
IL-137,Morgan County,31.6,109,5.8,25.8
IL-139,Moultrie County,32.6,114,6.6,26
IL-141,Ogle County,27.3,119,8.1,19.2
IL-143,Peoria County,29.5,111,6.6,22.9
IL-145,Perry County,36.6,111,5.9,30.7
IL-147,Piatt County,31.8,115,7,24.8
IL-149,Pike County,31.6,108,5.3,26.3
IL-151,Pope County,38.7,111,6,32.7
IL-153,Pulaski County,39.3,113,6,33.3
IL-155,Putnam County,29,113,6.8,22.2
IL-157,Randolph County,36.3,109,5.4,30.9
IL-159,Richland County,36.1,116,6.5,29.6
IL-161,Rock Island County,26.8,109,5.8,21
IL-163,St. Clair County,35.1,102,4.8,30.3
IL-165,Saline County,37.9,111,5.9,32
IL-167,Sangamon County,31.9,110,6,25.9
IL-169,Schuyler County,30.4,109,5.7,24.7
IL-171,Scott County,31.9,109,5.5,26.4
IL-173,Shelby County,33,111,6.2,26.8
IL-175,Stark County,28.5,113,6.8,21.7
IL-177,Stephenson County,26.4,119,8.2,18.2
IL-179,Tazewell County,30.8,115,7.1,23.7
IL-181,Union County,38.1,113,6,32.1
IL-183,Vermilion County,32.1,117,6.9,25.2
IL-185,Wabash County,37.9,120,7.2,30.7
IL-187,Warren County,27.5,109,5.3,22.2
IL-189,Washington County,36,113,5.9,30.1
IL-191,Wayne County,37,116,6.7,30.3
IL-193,White County,37.7,114,6.1,31.6
IL-195,Whiteside County,27.6,113,7.5,20.1
IL-197,Will County,29.8,119,7.3,22.5
IL-199,Williamson County,37.4,110,5.7,31.7
IL-201,Winnebago County,26.7,115,7.7,19
IL-203,Woodford County,30.2,119,7.6,22.6
IN-001,Adams County,32.7,118,8.2,24.5
IN-003,Allen County,32,118,8,24
IN-005,Bartholomew County,36.4,120,7.7,28.7
IN-007,Benton County,31.5,118,7.8,23.7
IN-009,Blackford County,33.8,119,8.4,25.4
IN-011,Boone County,33,118,7.9,25.1
IN-013,Brown County,35.3,119,7.4,27.9
IN-015,Carroll County,32.8,118,8.2,24.6
IN-017,Cass County,32.6,119,8.4,24.2
IN-019,Clark County,38.7,118,7.7,31
IN-021,Clay County,35.4,120,8.1,27.3
IN-023,Clinton County,32.6,118,7.8,24.8
IN-025,Crawford County,37.5,112,6.3,31.2
IN-027,Daviess County,36.7,118,7.4,29.3
IN-029,Dearborn County,37,119,7.7,29.3
IN-031,Decatur County,35.7,118,7.4,28.3
IN-033,DeKalb County,31.1,118,8,23.1
IN-035,Delaware County,34.8,121,9,25.8
IN-037,Dubois County,37.2,115,6.7,30.5
IN-039,Elkhart County,31.3,120,8.5,22.8
IN-041,Fayette County,34.6,119,7.7,26.9
IN-043,Floyd County,38.9,118,7.6,31.3
IN-045,Fountain County,32.7,118,7.4,25.3
IN-047,Franklin County,35.5,119,7.4,28.1
IN-049,Fulton County,31.9,121,8.7,23.2
IN-051,Gibson County,38.3,121,7.3,31
IN-053,Grant County,33.6,120,8.3,25.3
IN-055,Greene County,36,120,8.1,27.9
IN-057,Hamilton County,34.3,120,8.4,25.9
IN-059,Hancock County,34.6,120,8,26.6
IN-061,Harrison County,38.9,116,7.3,31.6
IN-063,Hendricks County,33.4,117,7.3,26.1
IN-065,Henry County,34.1,120,8.4,25.7
IN-067,Howard County,32.9,118,8.1,24.8
IN-069,Huntington County,32.8,120,8.2,24.6
IN-071,Jackson County,36.9,119,7.5,29.4
IN-073,Jasper County,31.4,119,8.1,23.3
IN-075,Jay County,33.5,120,8.3,25.2
IN-077,Jefferson County,38,120,8,30
IN-079,Jennings County,37,119,7.6,29.4
IN-081,Johnson County,34.8,120,7.7,27.1
IN-083,Knox County,37,119,7.4,29.6
IN-085,Kosciusko County,31.8,119,8.6,23.2
IN-087,LaGrange County,31.1,121,8.4,22.7
IN-089,Lake County,31.2,120,8.2,23
IN-091,LaPorte County,31.2,120,8.1,23.1
IN-093,Lawrence County,36,117,7.2,28.8
IN-095,Madison County,34.8,120,8.8,26
IN-097,Marion County,34.3,118,7.6,26.7
IN-099,Marshall County,31.4,120,8.6,22.8
IN-101,Martin County,36.5,118,7.5,29
IN-103,Miami County,32.5,118,8.1,24.4
IN-105,Monroe County,35,119,7.4,27.6
IN-107,Montgomery County,32.9,118,7.8,25.1
IN-109,Morgan County,34.6,119,7.4,27.2
IN-111,Newton County,31.7,120,8.4,23.3
IN-113,Noble County,31.5,121,8.5,23
IN-115,Ohio County,38.1,120,8.1,30
IN-117,Orange County,36.9,114,6.9,30
IN-119,Owen County,35.2,120,7.8,27.4
IN-121,Parke County,33.6,118,7.2,26.4
IN-123,Perry County,37.9,107,5.6,32.3
IN-125,Pike County,37.5,120,7.2,30.3
IN-127,Porter County,31.2,120,8.2,23
IN-129,Posey County,37.7,110,5.5,32.2
IN-131,Pulaski County,31.8,120,8.5,23.3
IN-133,Putnam County,33.7,118,7.4,26.3
IN-135,Randolph County,33.9,120,8.6,25.3
IN-137,Ripley County,36.4,119,7.6,28.8
IN-139,Rush County,34.8,119,7.8,27
IN-141,St. Joseph County,31.3,120,8.4,22.9
IN-143,Scott County,37.9,119,7.8,30.1
IN-145,Shelby County,35.5,120,7.9,27.6
IN-147,Spencer County,37.8,107,5.5,32.3
IN-149,Starke County,31.5,121,8.5,23
IN-151,Steuben County,30.6,119,8.3,22.3
IN-153,Sullivan County,36.4,120,8.2,28.2
IN-155,Switzerland County,38.6,119,8.3,30.3
IN-157,Tippecanoe County,32.5,118,7.8,24.7
IN-159,Tipton County,33.2,118,8.1,25.1
IN-161,Union County,34.8,118,7.7,27.1
IN-163,Vanderburgh County,37.8,111,5.7,32.1
IN-165,Vermillion County,33.4,117,7,26.4
IN-167,Vigo County,35.3,119,7.9,27.4
IN-169,Wabash County,32.4,119,7.8,24.6
IN-171,Warren County,32,117,7.3,24.7
IN-173,Warrick County,37.7,114,6.1,31.6
IN-175,Washington County,37.2,116,7.4,29.8
IN-177,Wayne County,34.2,120,8.1,26.1
IN-179,Wells County,33,118,8.3,24.7
IN-181,White County,31.9,118,8,23.9
IN-183,Whitley County,32.2,120,8.5,23.7
IA-001,Adair County,24.5,99,5.1,19.4
IA-003,Adams County,25,97,4.8,20.2
IA-005,Allamakee County,22.5,112,7.7,14.8
IA-007,Appanoose County,26.1,96,4.1,22
IA-009,Audubon County,23.6,101,5.5,18.1
IA-011,Benton County,22.1,100,4.7,17.4
IA-013,Black Hawk County,22,104,5.7,16.3
IA-015,Boone County,23,100,5.3,17.7
IA-017,Bremer County,21.5,108,6.5,15
IA-019,Buchanan County,21.8,105,5.8,16
IA-021,Buena Vista County,20.2,96,5,15.2
IA-023,Butler County,21.4,106,6.1,15.3
IA-025,Calhoun County,20.8,94,4.3,16.5
IA-027,Carroll County,22.6,101,5.4,17.2
IA-029,Cass County,24.7,100,5,19.7
IA-031,Cedar County,24.7,104,5.4,19.3
IA-033,Cerro Gordo County,19.9,107,6.2,13.7
IA-035,Cherokee County,20.2,96,4.8,15.4
IA-037,Chickasaw County,20.6,110,6.6,14
IA-039,Clarke County,25.5,98,4.7,20.8
IA-041,Clay County,19.5,98,5.5,14
IA-043,Clayton County,23,113,7.4,15.6
IA-045,Clinton County,26.6,114,6.9,19.7
IA-047,Crawford County,23.2,102,5.8,17.4
IA-049,Dallas County,24.2,99,5,19.2
IA-051,Davis County,26.5,98,4.3,22.2
IA-053,Decatur County,26.4,98,4.8,21.6
IA-055,Delaware County,23.5,115,7.4,16.1
IA-057,Des Moines County,27.4,106,5.1,22.3
IA-059,Dickinson County,18.1,94,5,13.1
IA-061,Dubuque County,24.6,116,7.4,17.2
IA-063,Emmet County,18.4,95,5.4,13
IA-065,Fayette County,21.8,110,7.2,14.6
IA-067,Floyd County,20.3,106,6.1,14.2
IA-069,Franklin County,20.7,104,6,14.7
IA-071,Fremont County,27,98,4.6,22.4
IA-073,Greene County,22.8,99,5.1,17.7
IA-075,Grundy County,22.5,106,6.1,16.4
IA-077,Guthrie County,24.2,101,5.6,18.6
IA-079,Hamilton County,20.9,98,4.7,16.2
IA-081,Hancock County,19.6,102,5.8,13.8
IA-083,Hardin County,21.7,100,5.6,16.1
IA-085,Harrison County,23.9,98,4.6,19.3
IA-087,Henry County,26.3,100,4.3,22
IA-089,Howard County,19.9,111,7.2,12.7
IA-091,Humboldt County,20.1,96,4.6,15.5
IA-093,Ida County,21.8,100,5.2,16.6
IA-095,Iowa County,24.3,106,5.6,18.7
IA-097,Jackson County,26,115,7.3,18.7
IA-099,Jasper County,24.3,102,5.2,19.1
IA-101,Jefferson County,25.8,97,4.3,21.5
IA-103,Johnson County,24.7,107,5.4,19.3
IA-105,Jones County,25.2,116,7.3,17.9
IA-107,Keokuk County,25.4,106,5.4,20
IA-109,Kossuth County,19.2,99,5.4,13.8
IA-111,Lee County,27.9,100,4.3,23.6
IA-113,Linn County,23.2,105,5.7,17.5
IA-115,Louisa County,26.7,107,5.2,21.5
IA-117,Lucas County,25.5,97,4.4,21.1
IA-119,Lyon County,18.7,92,4.8,13.9
IA-121,Madison County,24.7,97,4.7,20
IA-123,Mahaska County,24.9,98,4.6,20.3
IA-125,Marion County,24.4,92,3.5,20.9
IA-127,Marshall County,23.6,106,5.9,17.7
IA-129,Mills County,26.1,96,4.5,21.6
IA-131,Mitchell County,19.8,108,6.8,13
IA-133,Monona County,23.3,99,5.1,18.2
IA-135,Monroe County,25.8,98,4.4,21.4
IA-137,Montgomery County,25.8,98,5,20.8
IA-139,Muscatine County,25.6,104,4.9,20.7
IA-141,O'Brien County,19,95,4.8,14.2
IA-143,Osceola County,17.6,92,4.3,13.3
IA-145,Page County,27,102,5.4,21.6
IA-147,Palo Alto County,18.9,97,4.7,14.2
IA-149,Plymouth County,20.7,93,4.6,16.1
IA-151,Pocahontas County,20,95,4.4,15.6
IA-153,Polk County,24.2,99,4.6,19.6
IA-155,Pottawattamie County,24.8,97,4.4,20.4
IA-157,Poweshiek County,24.2,104,5.6,18.6
IA-159,Ringgold County,26.2,102,5.1,21.1
IA-161,Sac County,21.4,98,5.1,16.3
IA-163,Scott County,26.1,108,5.7,20.4
IA-165,Shelby County,23.7,99,5.1,18.6
IA-167,Sioux County,19.2,91,4.3,14.9
IA-169,Story County,22.9,99,5.2,17.7
IA-171,Tama County,23,103,5.6,17.4
IA-173,Taylor County,26.2,101,5.1,21.1
IA-175,Union County,25.2,98,5,20.2
IA-177,Van Buren County,26.5,97,3.8,22.7
IA-179,Wapello County,26,99,4.7,21.3
IA-181,Warren County,24.9,96,4.1,20.8
IA-183,Washington County,25.7,107,5.4,20.3
IA-185,Wayne County,25.8,97,4.2,21.6
IA-187,Webster County,21,96,4.6,16.4
IA-189,Winnebago County,19.3,104,6.2,13.1
IA-191,Winneshiek County,21.9,116,8.4,13.5
IA-193,Woodbury County,22.2,98,5,17.2
IA-195,Worth County,19.3,107,6.4,12.9
IA-197,Wright County,19.9,98,4.9,15
KS-001,Allen County,35.7,111,5.3,30.4
KS-003,Anderson County,34.2,106,4.8,29.4
KS-005,Atchison County,30.7,104,4.8,25.9
KS-007,Barber County,36.9,113,5.5,31.4
KS-009,Barton County,32.2,94,3.7,28.5
KS-011,Bourbon County,35.9,110,5.3,30.6
KS-013,Brown County,29.4,103,4.7,24.7
KS-015,Butler County,35.4,112,5.4,30
KS-017,Chase County,33.3,106,4.9,28.4
KS-019,Chautauqua County,37.9,115,5.5,32.4
KS-021,Cherokee County,38.9,116,6,32.9
KS-023,Cheyenne County,33.3,120,6.2,27.1
KS-025,Clark County,36.8,107,4.9,31.9
KS-027,Clay County,31.3,104,4.9,26.4
KS-029,Cloud County,31,102,5,26
KS-031,Coffey County,34.1,107,4.9,29.2
KS-033,Comanche County,36.8,110,5.3,31.5
KS-035,Cowley County,37.4,115,5.8,31.6
KS-037,Crawford County,37.3,113,5.6,31.7
KS-039,Decatur County,31.6,106,5.6,26
KS-041,Dickinson County,32.8,107,5.3,27.5
KS-043,Doniphan County,30,101,4.5,25.5
KS-045,Douglas County,32.6,105,4.7,27.9
KS-047,Edwards County,34.8,108,5.1,29.7
KS-049,Elk County,36.8,111,5.5,31.3
KS-051,Ellis County,32.7,101,4.8,27.9
KS-053,Ellsworth County,33.2,106,5.1,28.1
KS-055,Finney County,35.3,119,6.4,28.9
KS-057,Ford County,35.5,112,5.3,30.2
KS-059,Franklin County,33.8,108,5.2,28.6
KS-061,Geary County,32.4,108,5.3,27.1
KS-063,Gove County,33.5,112,5.5,28
KS-065,Graham County,32,97,4.6,27.4
KS-067,Grant County,36.4,117,5.9,30.5
KS-069,Gray County,35.4,115,5.6,29.8
KS-071,Greeley County,35,122,6.8,28.2
KS-073,Greenwood County,35.1,110,5.3,29.8
KS-075,Hamilton County,36.3,123,6.7,29.6
KS-077,Harper County,37.5,113,5.8,31.7
KS-079,Harvey County,35.2,110,5.7,29.5
KS-081,Haskell County,35.8,112,5.6,30.2
KS-083,Hodgeman County,35.1,113,5.4,29.7
KS-085,Jackson County,30.7,106,5.1,25.6
KS-087,Jefferson County,31.4,102,4.6,26.8
KS-089,Jewell County,29.6,101,5,24.6
KS-091,Johnson County,32.4,103,4.6,27.8
KS-093,Kearny County,36.3,123,7.1,29.2
KS-095,Kingman County,36.1,112,5.5,30.6
KS-097,Kiowa County,35.6,110,5.1,30.5
KS-099,Labette County,38.5,115,5.8,32.7
KS-101,Lane County,34.4,116,6.1,28.3
KS-103,Leavenworth County,32,104,4.9,27.1
KS-105,Lincoln County,32.3,107,5.3,27
KS-107,Linn County,34.9,109,5.2,29.7
KS-109,Logan County,34.7,119,6.7,28
KS-111,Lyon County,33.5,108,5.4,28.1
KS-113,McPherson County,34.4,113,6,28.4
KS-115,Marion County,34,111,5.6,28.4
KS-117,Marshall County,28.2,95,3.7,24.5
KS-119,Meade County,36.4,106,4.6,31.8
KS-121,Miami County,33.5,105,4.9,28.6
KS-123,Mitchell County,31,102,5,26
KS-125,Montgomery County,38.4,114,5.7,32.7
KS-127,Morris County,33,109,5.7,27.3
KS-129,Morton County,37.4,115,5.4,32
KS-131,Nemaha County,28.5,102,4.2,24.3
KS-133,Neosho County,36.8,112,5.2,31.6
KS-135,Ness County,34.2,111,5.2,29
KS-137,Norton County,30.4,93,4.5,25.9
KS-139,Osage County,34,111,5.9,28.1
KS-141,Osborne County,31.1,98,4.6,26.5
KS-143,Ottawa County,32.4,107,5.4,27
KS-145,Pawnee County,33.4,100,4.3,29.1
KS-147,Phillips County,30.3,91,4.3,26
KS-149,Pottawatomie County,30.6,106,4.8,25.8
KS-151,Pratt County,35.4,112,5.2,30.2
KS-153,Rawlins County,32.6,116,6,26.6
KS-155,Reno County,35.1,110,5.3,29.8
KS-157,Republic County,29.1,100,4.6,24.5
KS-159,Rice County,33.8,107,4.9,28.9
KS-161,Riley County,31.4,107,5,26.4
KS-163,Rooks County,31.6,94,4.5,27.1
KS-165,Rush County,32.9,101,4.4,28.5
KS-167,Russell County,32.3,102,4.7,27.6
KS-169,Saline County,33.4,108,5.6,27.8
KS-171,Scott County,35.1,122,6.9,28.2
KS-173,Sedgwick County,36.3,114,5.8,30.5
KS-175,Seward County,36.7,111,5.1,31.6
KS-177,Shawnee County,32.7,107,5.5,27.2
KS-179,Sheridan County,32.3,105,5.3,27
KS-181,Sherman County,33.6,120,6.5,27.1
KS-183,Smith County,29.8,95,4.5,25.3
KS-185,Stafford County,33.8,102,4.5,29.3
KS-187,Stanton County,36.6,119,5.7,30.9
KS-189,Stevens County,37.1,117,5.6,31.5
KS-191,Sumner County,37.6,114,6,31.6
KS-193,Thomas County,33.1,116,6.2,26.9
KS-195,Trego County,33.1,102,4.8,28.3
KS-197,Wabaunsee County,33.2,112,6.3,26.9
KS-199,Wallace County,35.1,121,7.2,27.9
KS-201,Washington County,28.5,94,3.8,24.7
KS-203,Wichita County,35.4,122,7.2,28.2
KS-205,Wilson County,37.1,111,5.4,31.7
KS-207,Woodson County,35.6,110,5.3,30.3
KS-209,Wyandotte County,32.2,104,4.8,27.4
KY-001,Adair County,40.7,112,6.5,34.2
KY-003,Allen County,41.5,109,5.9,35.6
KY-005,Anderson County,39.9,116,7.7,32.2
KY-007,Ballard County,39.9,112,6,33.9
KY-009,Barren County,41,111,5.9,35.1
KY-011,Bath County,39.4,114,6.8,32.6
KY-013,Bell County,39.4,106,4.7,34.7
KY-015,Boone County,38,120,7.9,30.1
KY-017,Bourbon County,39.7,118,8,31.7
KY-019,Boyd County,39.5,114,6.8,32.7
KY-021,Boyle County,39.3,113,6.4,32.9
KY-023,Bracken County,38.7,118,7.9,30.8
KY-025,Breathitt County,41.1,111,6.5,34.6
KY-027,Breckinridge County,39.3,115,6.6,32.7
KY-029,Bullitt County,40.3,117,7.5,32.8
KY-031,Butler County,41.7,116,7.2,34.5
KY-033,Caldwell County,40.8,114,6.4,34.4
KY-035,Calloway County,40.7,103,4.9,35.8
KY-037,Campbell County,38.3,120,7.7,30.6
KY-039,Carlisle County,40.3,112,5.9,34.4
KY-041,Carroll County,39.3,120,8.3,31
KY-043,Carter County,38.8,114,6.7,32.1
KY-045,Casey County,39.8,112,6.4,33.4
KY-047,Christian County,41.9,115,6.7,35.2
KY-049,Clark County,40.1,117,7.7,32.4
KY-051,Clay County,40.6,110,5.7,34.9
KY-053,Clinton County,41.9,113,6.6,35.3
KY-055,Crittenden County,39.7,113,6.2,33.5
KY-057,Cumberland County,42.2,114,6.6,35.6
KY-059,Daviess County,38.8,107,5.6,33.2
KY-061,Edmonson County,41.4,114,6.9,34.5
KY-063,Elliott County,39.5,115,6.8,32.7
KY-065,Estill County,40.5,113,6.6,33.9
KY-067,Fayette County,40.1,118,8.2,31.9
KY-069,Fleming County,38.7,115,6.8,31.9
KY-071,Floyd County,41.8,115,6.9,34.9
KY-073,Franklin County,40,119,8.1,31.9
KY-075,Fulton County,40.9,106,5.6,35.3
KY-077,Gallatin County,39.3,119,8.3,31
KY-079,Garrard County,39.7,111,6.4,33.3
KY-081,Grant County,39,120,8.2,30.8
KY-083,Graves County,40.5,106,5.6,34.9
KY-085,Grayson County,40.6,115,7.3,33.3
KY-087,Green County,40.8,113,6.8,34
KY-089,Greenup County,38.6,115,6.9,31.7
KY-091,Hancock County,38.6,108,5.5,33.1
KY-093,Hardin County,40,116,7.3,32.7
KY-095,Harlan County,39,111,5.5,33.5
KY-097,Harrison County,39.4,118,8,31.4
KY-099,Hart County,40.8,113,6.8,34
KY-101,Henderson County,38.1,105,5.1,33
KY-103,Henry County,39.2,117,8.1,31.1
KY-105,Hickman County,40.6,106,5.7,34.9
KY-107,Hopkins County,40.7,115,6.4,34.3
KY-109,Jackson County,39.9,110,6.1,33.8
KY-111,Jefferson County,39.9,117,7.5,32.4
KY-113,Jessamine County,40.2,116,7.7,32.5
KY-115,Johnson County,41.2,115,7.4,33.8
KY-117,Kenton County,38.1,120,7.8,30.3
KY-119,Knott County,40.9,114,6.4,34.5
KY-121,Knox County,40.5,109,5.3,35.2
KY-123,Larue County,40.2,115,7.2,33
KY-125,Laurel County,40.7,111,6,34.7
KY-127,Lawrence County,40.7,116,7.4,33.3
KY-129,Lee County,40.8,112,6.4,34.4
KY-131,Leslie County,40.4,112,5.8,34.6
KY-133,Letcher County,40.1,113,5.9,34.2
KY-135,Lewis County,38.1,115,6.7,31.4
KY-137,Lincoln County,39.4,110,6.2,33.2
KY-139,Livingston County,40,115,6.2,33.8
KY-141,Logan County,41.8,113,6.5,35.3
KY-143,Lyon County,40.9,112,6,34.9
KY-145,McCracken County,40.2,115,6.2,34
KY-147,McCreary County,41.1,112,6.1,35
KY-149,McLean County,39.8,113,6.1,33.7
KY-151,Madison County,40.2,113,6.8,33.4
KY-153,Magoffin County,41,115,7.1,33.9
KY-155,Marion County,40,114,6.8,33.2
KY-157,Marshall County,40.6,106,5.5,35.1
KY-159,Martin County,42,117,7.5,34.5
KY-161,Mason County,38.4,118,7.5,30.9
KY-163,Meade County,39.1,115,6.8,32.3
KY-165,Menifee County,39.6,114,6.6,33
KY-167,Mercer County,39.8,115,7.2,32.6
KY-169,Metcalfe County,40.5,111,6,34.5
KY-171,Monroe County,41.3,110,5.8,35.5
KY-173,Montgomery County,39.8,117,7.5,32.3
KY-175,Morgan County,40,114,6.7,33.3
KY-177,Muhlenberg County,41.4,118,6.8,34.6
KY-179,Nelson County,40.1,115,7.2,32.9
KY-181,Nicholas County,39.2,118,7.6,31.6
KY-183,Ohio County,40.6,115,6.9,33.7
KY-185,Oldham County,38.8,117,7.6,31.2
KY-187,Owen County,39.4,119,8.2,31.2
KY-189,Owsley County,41,112,6.2,34.8
KY-191,Pendleton County,39,120,8,31
KY-193,Perry County,40.9,112,6.2,34.7
KY-195,Pike County,41.6,115,6.6,35
KY-197,Powell County,40.3,113,6.9,33.4
KY-199,Pulaski County,40.8,112,6.4,34.4
KY-201,Robertson County,39,118,7.8,31.2
KY-203,Rockcastle County,39.9,109,6.1,33.8
KY-205,Rowan County,38.7,111,6.2,32.5
KY-207,Russell County,41,112,6.5,34.5
KY-209,Scott County,39.8,119,8.3,31.5
KY-211,Shelby County,39.2,117,7.8,31.4
KY-213,Simpson County,41.6,110,6.1,35.5
KY-215,Spencer County,39.7,116,7.5,32.2
KY-217,Taylor County,40.3,114,6.8,33.5
KY-219,Todd County,42,114,6.7,35.3
KY-221,Trigg County,41.7,110,6.2,35.5
KY-223,Trimble County,38.8,119,8.1,30.7
KY-225,Union County,38.5,107,5.4,33.1
KY-227,Warren County,41.9,114,6.7,35.2
KY-229,Washington County,39.8,115,7.1,32.7
KY-231,Wayne County,41.4,111,6.5,34.9
KY-233,Webster County,39.5,113,5.9,33.6
KY-235,Whitley County,41,112,5.6,35.4
KY-237,Wolfe County,40.3,112,6.5,33.8
KY-239,Woodford County,40.3,118,8.2,32.1
LA-001,Acadia Parish,55.2,98,3.7,51.5
LA-003,Allen Parish,54.1,99,3.7,50.4
LA-005,Ascension Parish,56.6,108,4.8,51.8
LA-007,Assumption Parish,57.6,108,5,52.6
LA-009,Avoyelles Parish,52.8,95,3.3,49.5
LA-011,Beauregard Parish,54.2,102,4.2,50
LA-013,Bienville Parish,49.9,107,4.7,45.2
LA-015,Bossier Parish,50,110,4.9,45.1
LA-017,Caddo Parish,50.3,107,4.6,45.7
LA-019,Calcasieu Parish,56,108,4.5,51.5
LA-021,Caldwell Parish,50.5,101,4.1,46.4
LA-023,Cameron Parish,56.9,106,4.4,52.5
LA-025,Catahoula Parish,51.1,96,3.3,47.8
LA-027,Claiborne Parish,48.4,104,4,44.4
LA-029,Concordia Parish,51.6,93,3.1,48.5
LA-031,De Soto Parish,50.7,105,4.3,46.4
LA-033,East Baton Rouge Parish,55.6,106,4.7,50.9
LA-035,East Carroll Parish,49.7,108,4.6,45.1
LA-037,East Feliciana Parish,54.2,103,4.4,49.8
LA-039,Evangeline Parish,53.9,99,3.6,50.3
LA-041,Franklin Parish,50.6,100,3.8,46.8
LA-043,Grant Parish,51.4,97,3.6,47.8
LA-045,Iberia Parish,57,107,4.5,52.5
LA-047,Iberville Parish,56.4,108,4.7,51.7
LA-049,Jackson Parish,49.8,106,4.6,45.2
LA-051,Jefferson Parish,57.8,104,4.1,53.7
LA-053,Jefferson Davis Parish,55.5,100,3.7,51.8
LA-055,Lafayette Parish,55.7,100,4,51.7
LA-057,Lafourche Parish,58.4,105,4.4,54
LA-059,La Salle Parish,51.4,99,3.8,47.6
LA-061,Lincoln Parish,49.1,105,4.5,44.6
LA-063,Livingston Parish,55.7,105,4.6,51.1
LA-065,Madison Parish,51.4,110,5.2,46.2
LA-067,Morehouse Parish,49.4,109,4.7,44.7
LA-069,Natchitoches Parish,51,99,3.5,47.5
LA-071,Orleans Parish,57.3,107,4.7,52.6
LA-073,Ouachita Parish,49.7,103,4.3,45.4
LA-075,Plaquemines Parish,58.2,106,4.2,54
LA-077,Pointe Coupee Parish,54.3,98,3.6,50.7
LA-079,Rapides Parish,52.5,98,3.6,48.9
LA-081,Red River Parish,50.6,105,4.5,46.1
LA-083,Richland Parish,50,100,4,46
LA-085,Sabine Parish,51.2,100,3.8,47.4
LA-087,St. Bernard Parish,57.2,107,4.4,52.8
LA-089,St. Charles Parish,57.6,106,4.4,53.2
LA-091,St. Helena Parish,54.3,105,4.8,49.5
LA-093,St. James Parish,57.1,106,4.8,52.3
LA-095,St. John the Baptist Parish,56.9,106,4.7,52.2
LA-097,St. Landry Parish,54.2,97,3.4,50.8
LA-099,St. Martin Parish,56.5,107,4.5,52
LA-101,St. Mary Parish,58,110,5.2,52.8
LA-103,St. Tammany Parish,55.8,108,4.9,50.9
LA-105,Tangipahoa Parish,55,105,4.8,50.2
LA-107,Tensas Parish,51.4,103,4.1,47.3
